##### bftga! (ode)  d4lorenz ::: Sat May  2 00:05:17 2015

#####                b               pm               pr                q                r
#####             2.67                5               10      5.329990234             4500
#
# sk  lk               q                r               x1               x2               x3               x4              wr1              wa1              wr2              wa2              wr3              wa3              wr4              wa4              tau  bftype
 125   2      5.428586426      4729.998047               0     -629.4297642      4864.072261      68.03116172     0.6437416993     0.9999994759     0.6437416993     0.9999994759     0.9999999976     0.9999999976    0.03614001072    0.03614001072     0.2140493722  bfnsa 0(D)
 126   2      5.429477539      4731.998047               0      -629.705022      4866.085862      68.04355286     0.6440415649     0.9999960662     0.6440415649     0.9999960662     0.9999999987     0.9999999987    0.03616865766    0.03616865766     0.2140029032  bfnsa 0(D)
 127   2      5.430374756      4733.998047               0     -629.9820729      4868.104686      68.05618796     0.6443497604      1.000006805     0.6443497604      1.000006805      1.000000004      1.000000004    0.03619637997    0.03619637997     0.2139563793  bfnsa 0(D)
 128   2      5.431265869      4735.998047               0     -630.2562342        4870.1149      68.06841494      0.644643406     0.9999944642      0.644643406     0.9999944642     0.9999999954     0.9999999954    0.03622561954    0.03622561954     0.2139100238  bfnsa 0(D)
 129   2      5.432163086      4737.998047               0     -630.5333615      4872.133799      68.08104894     0.6449511061      1.000005569     0.6449511061      1.000005569     0.9999999997     0.9999999997    0.03625332293    0.03625332293     0.2138635577  bfnsa 0(D)
 130   2      5.433054199      4739.998047               0     -630.8075958      4874.144082      68.09327477     0.6452442518     0.9999936069     0.6452442518     0.9999936069     0.9999999889     0.9999999889    0.03628254513    0.03628254513     0.2138172598  bfnsa 0(D)
 131   2      5.433951416      4741.998047               0     -631.0847993      4876.163055      68.10590767     0.6455514583      1.000005073     0.6455514583      1.000005073      1.000000005      1.000000005     0.0363102293     0.0363102293     0.2137708513  bfnsa 0(D)
 132   2      5.434842529      4743.998047               0     -631.3591067      4878.173407      68.11813236     0.6458441063     0.9999934883     0.6458441063     0.9999934883     0.9999999951     0.9999999951    0.03633943401    0.03633943401     0.2137246108  bfnsa 0(D)
 133   2      5.435739746      4745.998047               0     -631.6363867      4880.192454      68.13076417     0.6461508227      1.000005322     0.6461508227      1.000005322     0.9999999937     0.9999999937    0.03636709941    0.03636709941     0.2136782598  bfnsa 0(D)
 134   2      5.436630859      4747.998047               0     -631.9107671      4882.202877      68.14298772     0.6464429744     0.9999941078     0.6464429744     0.9999941078      1.000000008      1.000000008    0.03639628613    0.03639628613     0.2136320766  bfnsa 0(D)
 135   2      5.437528076      4749.998047               0     -632.1881235      4884.221998      68.15561844     0.6467492031      1.000006307     0.6467492031      1.000006307     0.9999999895     0.9999999895    0.03642393268    0.03642393268      0.213585783  bfnsa 0(D)
 136   2      5.438419189      4751.998047               0      -632.462577       4886.23249      68.16784085     0.6470408624     0.9999954701     0.6470408624     0.9999954701     0.9999999951     0.9999999951    0.03645310198    0.03645310198      0.213539657  bfnsa 0(D)
 137   2      5.439316406      4753.998047               0       -632.74001      4888.251686      68.18047048     0.6473466031      1.000008023     0.6473466031      1.000008023      1.000000011      1.000000011    0.03648072867    0.03648072867     0.2134934207  bfnsa 0(D)
 138   2       5.44020752      4755.998047               0     -633.0145367      4890.262247      68.19269176     0.6476377721     0.9999975645     0.6476377721     0.9999975645      1.000000002      1.000000002    0.03650988044    0.03650988044     0.2134473518  bfnsa 0(D)
 139   2      5.441092529      4757.998047               0     -633.2896886      4892.274578      68.20499403     0.6479315622     0.9999919321     0.6479315622     0.9999919321     0.9999999976     0.9999999976    0.03653871657    0.03653871657     0.2134012836  bfnsa 0(D)
 140   2      5.441983643      4759.998047               0     -633.5666461      4894.292149      68.21754047     0.6482337105      1.000000395     0.6482337105      1.000000395     0.9999999926     0.9999999926    0.03656662217    0.03656662217     0.2133551606  bfnsa 0(D)
 141   2      5.442880859      4761.998047               0     -633.8430521      4896.308022      68.23000478     0.6485327496      1.000004398     0.6485327496      1.000004398      1.000000006      1.000000006    0.03659482508    0.03659482508     0.2133090939  bfnsa 0(D)
 142   2      5.443771973      4763.998047               0     -634.1177246      4898.318722       68.2422238     0.6488229436     0.9999946871     0.6488229436     0.9999946871     0.9999999931     0.9999999931    0.03662394167    0.03662394167     0.2132631388  bfnsa 0(D)
 143   2      5.444669189      4765.998047               0     -634.3953867      4900.338141      68.25485019     0.6491272389      1.000008325     0.6491272389      1.000008325     0.9999999873     0.9999999873    0.03665151095    0.03665151095     0.2132170735  bfnsa 0(D)
 144   2      5.445560303      4767.998047               0     -634.6701326      4902.348911      68.26706809     0.6494169473     0.9999989785     0.6494169473     0.9999989785      1.000000006      1.000000006      0.036680609      0.036680609     0.2131711752  bfnsa 0(D)
 145   2      5.446445312      4769.998047               0     -634.9455057      4904.361453      68.27936701     0.6497092848     0.9999944559     0.6497092848     0.9999944559     0.9999999999     0.9999999999    0.03670939087    0.03670939087     0.2131252774  bfnsa 0(D)
 146   2      5.447336426      4771.998047               0     -635.2226905      4906.379245      68.29191019     0.6500099933         1.000004     0.6500099933         1.000004      1.000000002      1.000000002     0.0367372392     0.0367372392     0.2130793249  bfnsa 0(D)
 147   2      5.448233643      4773.998047               0     -635.4993219      4908.395335      68.30437124     0.6503075937      1.000009095     0.6503075937      1.000009095      1.000000002      1.000000002    0.03676538599    0.03676538599     0.2130334284  bfnsa 0(D)
 148   2      5.449112549      4775.998047               0     -635.7742139      4910.406244      68.31658689     0.6505963416      1.000000498     0.6505963416      1.000000498     0.9999999907     0.9999999907     0.0367944488     0.0367944488     0.2129876431  bfnsa 0(D)
 149   2      5.450009766      4777.998047               0     -636.0497345      4912.418927       68.3288836     0.6508877209     0.9999967069     0.6508877209     0.9999967069     0.9999999982     0.9999999982      0.036823194      0.036823194     0.2129418584  bfnsa 0(D)
 150   2      5.450900879      4779.998047               0     -636.3258848      4914.433385      68.34126138     0.6511817351     0.9999977259     0.6511817351     0.9999977259     0.9999999924     0.9999999924    0.03685162164    0.03685162164     0.2128960742  bfnsa 0(D)
 151   2      5.451785889      4781.998047               0     -636.6014789      4916.446138      68.35355698     0.6514726388      0.999994304     0.6514726388      0.999994304     0.9999999925     0.9999999925    0.03688034879    0.03688034879     0.2128503458  bfnsa 0(D)
 152   2      5.452677002      4783.998047               0     -636.8788908      4918.464149      68.36609694     0.6517719266      1.000004924     0.6517719266      1.000004924     0.9999999958     0.9999999958    0.03690813959    0.03690813959     0.2128045627  bfnsa 0(D)
 153   2      5.453562012      4785.998047               0      -637.153371       4920.47349      68.37822816     0.6520566085     0.9999926278     0.6520566085     0.9999926278      1.000000002      1.000000002    0.03693746654    0.03693746654     0.2127589458  bfnsa 0(D)
 154   2      5.454453125      4787.998047               0     -637.4308585      4922.491575      68.39076705     0.6523554269      1.000003606     0.6523554269      1.000003606      1.000000003      1.000000003     0.0369652382     0.0369652382     0.2127132189  bfnsa 0(D)
 155   2      5.455338135      4789.998047               0     -637.7054109      4924.500984      68.40289716     0.6526396359     0.9999916842     0.6526396359     0.9999916842     0.9999999928     0.9999999928    0.03699454773    0.03699454773      0.212667658  bfnsa 0(D)
 156   2      5.456229248      4791.998047               0     -637.9829741      4926.519141      68.41543498     0.6529379864      1.000003016     0.6529379864      1.000003016      1.000000006      1.000000006    0.03702229988    0.03702229988     0.2126219872  bfnsa 0(D)
 157   2      5.457114258      4793.998047               0     -638.2575988      4928.528619      68.42756397     0.6532217234     0.9999914598     0.6532217234     0.9999914598      1.000000012      1.000000012    0.03705159137    0.03705159137     0.2125764822  bfnsa 0(D)
 158   2      5.458005371      4795.998047               0     -638.5352376       4930.54685      68.44010074     0.6535196094       1.00000315     0.6535196094       1.00000315      1.000000011      1.000000011    0.03707932445    0.03707932445     0.2125308674  bfnsa 0(D)
 159   2      5.458890381      4797.998047               0     -638.8099346      4932.556396      68.45222862     0.6538028778     0.9999919666     0.6538028778     0.9999919666      1.000000001      1.000000001    0.03710859836    0.03710859836     0.2124854183  bfnsa 0(D)
 160   2      5.459781494      4799.998047               0     -639.0876491        4934.5747      68.46476432      0.654100301      1.000004012      0.654100301      1.000004012     0.9999999972     0.9999999972    0.03713631206    0.03713631206     0.2124398593  bfnsa 0(D)
 161   2      5.460666504      4801.998047               0     -639.3624185      4936.584315      68.47689109     0.6543831017      0.999993192     0.6543831017      0.999993192      1.000000003      1.000000003    0.03716556778    0.03716556778     0.2123944659  bfnsa 0(D)
 162   2      5.461557617      4803.998047               0     -639.6402088      4938.602692      68.48942574     0.6546800643      1.000005591     0.6546800643      1.000005591     0.9999999954     0.9999999954    0.03719326214    0.03719326214     0.2123489627  bfnsa 0(D)
 163   2      5.462442627      4805.998047               0     -639.9150506      4940.612375      68.50155142     0.6549623997     0.9999951363     0.6549623997     0.9999951363      1.000000008      1.000000008    0.03722249968    0.03722249968     0.2123036249  bfnsa 0(D)
 164   2       5.46333374      4807.998047               0     -640.1929167      4942.630826      68.51408502     0.6552589039       1.00000789     0.6552589039       1.00000789     0.9999999917     0.9999999917    0.03725017459    0.03725017459     0.2122581774  bfnsa 0(D)
